Child's First Name,Year of Birth,Gender,ASIAN AND PACIFIC ISLANDER,BLACK NON HISPANIC,HISPANIC,WHITE NON HISPANIC,overall_count,rank
Nala,2019,FEMALE,0,10,0,0,10,569.0
Naomi,2019,FEMALE,52,92,76,192,412,44.0
Nashla,2019,FEMALE,0,0,14,0,14,424.0
Natalia,2019,FEMALE,0,0,54,20,74,160.0
Natalie,2019,FEMALE,51,0,105,123,279,56.0
Nava,2019,FEMALE,0,0,0,12,12,477.0
Nechama,2019,FEMALE,0,0,0,26,26,269.0
Nevaeh,2019,FEMALE,0,22,0,0,22,292.0
Nia,2019,FEMALE,0,12,0,0,12,477.0
Nicole,2019,FEMALE,30,0,66,72,168,96.0
Nina,2019,FEMALE,54,0,30,99,183,89.0
Noa,2019,FEMALE,0,0,0,50,50,201.0
Noelle,2019,FEMALE,0,0,0,10,10,569.0
Noor,2019,FEMALE,0,0,0,11,11,515.0
Nora,2019,FEMALE,28,0,0,126,154,103.0
Norah,2019,FEMALE,11,0,0,0,11,515.0
Nova,2019,FEMALE,0,90,66,42,198,81.0
Nyla,2019,FEMALE,0,54,32,0,86,141.0
Nylah,2019,FEMALE,0,38,30,0,68,173.0
Olive,2019,FEMALE,0,0,0,22,22,292.0
Olivia,2019,FEMALE,436,160,404,800,1800,2.0
Ophelia,2019,FEMALE,12,0,0,0,12,477.0
Oumou,2019,FEMALE,0,10,0,0,10,569.0
Paige,2019,FEMALE,0,36,0,34,70,168.0
Paris,2019,FEMALE,0,17,0,0,17,365.0
Parker,2019,FEMALE,0,0,0,22,22,292.0
Pearl,2019,FEMALE,0,0,0,28,28,263.0
Penelope,2019,FEMALE,57,0,219,267,543,32.0
Perel,2019,FEMALE,0,0,0,17,17,365.0
Perry,2019,FEMALE,0,0,0,12,12,477.0
Pessy,2019,FEMALE,0,0,0,21,21,306.0
Peyton,2019,FEMALE,0,36,0,22,58,189.0
Phoebe,2019,FEMALE,34,0,0,34,68,173.0
Phoenix,2019,FEMALE,0,22,0,0,22,292.0
Piper,2019,FEMALE,0,0,0,16,16,380.0
Poppy,2019,FEMALE,0,0,0,20,20,320.0
Quinn,2019,FEMALE,0,0,0,33,33,251.0
Rachel,2019,FEMALE,45,0,48,513,606,27.0
Raizel,2019,FEMALE,0,0,0,18,18,351.0
Raizy,2019,FEMALE,0,0,0,53,53,198.0
Rebecca,2019,FEMALE,0,0,0,41,41,232.0
Reem,2019,FEMALE,0,0,0,11,11,515.0
Reese,2019,FEMALE,0,0,0,19,19,336.0
Reign,2019,FEMALE,0,24,0,0,24,274.0
Reizy,2019,FEMALE,0,0,0,10,10,569.0
Remi,2019,FEMALE,0,0,0,15,15,401.0
Remy,2019,FEMALE,0,0,0,13,13,449.0
Rhea,2019,FEMALE,11,0,0,0,11,515.0
Riley,2019,FEMALE,96,188,168,204,656,23.0
Riva,2019,FEMALE,0,0,0,10,10,569.0
Rivka,2019,FEMALE,0,0,0,138,138,109.0
Rivky,2019,FEMALE,0,0,0,72,72,161.0
Rochel,2019,FEMALE,0,0,0,20,20,320.0
Roizy,2019,FEMALE,0,0,0,15,15,401.0
Romy,2019,FEMALE,0,0,0,13,13,449.0
Rosa,2019,FEMALE,0,0,0,14,14,424.0
Rose,2019,FEMALE,0,0,56,110,166,99.0
Rosie,2019,FEMALE,0,0,0,11,11,515.0
Royal,2019,FEMALE,0,10,0,0,10,569.0
Royalty,2019,FEMALE,0,15,0,0,15,401.0
Ruby,2019,FEMALE,33,0,51,171,255,64.0
Ruchel,2019,FEMALE,0,0,0,11,11,515.0
Ruchy,2019,FEMALE,0,0,0,27,27,266.0
Ruth,2019,FEMALE,0,0,0,16,16,380.0
Ryan,2019,FEMALE,0,15,0,0,15,401.0
Rylee,2019,FEMALE,0,40,22,0,62,181.0
Sabrina,2019,FEMALE,0,0,0,24,24,274.0
Sadie,2019,FEMALE,0,0,0,45,45,218.0
Sage,2019,FEMALE,0,14,0,0,14,424.0
Samantha,2019,FEMALE,0,0,142,44,186,87.0
Samara,2019,FEMALE,0,0,31,0,31,255.0
Samira,2019,FEMALE,0,0,0,11,11,515.0
Sanai,2019,FEMALE,0,10,0,0,10,569.0
Sapphire,2019,FEMALE,0,11,0,0,11,515.0
Sara,2019,FEMALE,48,0,42,414,504,36.0
Sarah,2019,FEMALE,152,60,156,672,1040,10.0
Sarai,2019,FEMALE,0,34,50,0,84,143.0
Sariyah,2019,FEMALE,0,10,0,0,10,569.0
Sasha,2019,FEMALE,0,0,0,23,23,284.0
Savannah,2019,FEMALE,0,72,87,51,210,78.0
Scarlet,2019,FEMALE,0,0,10,0,10,569.0
Scarlett,2019,FEMALE,51,0,255,159,465,38.0
Selena,2019,FEMALE,0,0,14,0,14,424.0
Selina,2019,FEMALE,10,0,0,0,10,569.0
Serafina,2019,FEMALE,0,0,0,10,10,569.0
Serena,2019,FEMALE,20,0,0,40,60,185.0
Serenity,2019,FEMALE,0,70,52,0,122,123.0
Sevyn,2019,FEMALE,0,10,0,0,10,569.0
Shaina,2019,FEMALE,0,0,0,12,12,477.0
Shaindel,2019,FEMALE,0,0,0,16,16,380.0
Shaindy,2019,FEMALE,0,0,0,45,45,218.0
Sherlyn,2019,FEMALE,0,0,10,0,10,569.0
Shevy,2019,FEMALE,0,0,0,14,14,424.0
Shifra,2019,FEMALE,0,0,0,11,11,515.0
Shiloh,2019,FEMALE,0,14,0,0,14,424.0
Shira,2019,FEMALE,0,0,0,11,11,515.0
Shoshana,2019,FEMALE,0,0,0,20,20,320.0
Siena,2019,FEMALE,0,0,0,22,22,292.0
Sienna,2019,FEMALE,0,51,54,159,264,61.0
Sima,2019,FEMALE,0,0,0,15,15,401.0
Simone,2019,FEMALE,0,0,0,20,20,320.0
Skyla,2019,FEMALE,0,0,10,0,10,569.0
Skylah,2019,FEMALE,0,12,0,0,12,477.0
Skylar,2019,FEMALE,44,200,80,100,424,43.0
Sloane,2019,FEMALE,0,0,0,35,35,244.0
Sofia,2019,FEMALE,72,0,345,348,765,17.0
Sophia,2019,FEMALE,284,108,772,616,1780,3.0
Sophie,2019,FEMALE,66,0,57,267,390,46.0
Stella,2019,FEMALE,45,0,39,174,258,63.0
Stephanie,2019,FEMALE,22,0,46,0,68,173.0
Summer,2019,FEMALE,0,57,42,51,150,105.0
Suri,2019,FEMALE,0,0,0,14,14,424.0
Sury,2019,FEMALE,0,0,0,40,40,233.0
Sydney,2019,FEMALE,0,0,0,20,20,320.0
Sylvia,2019,FEMALE,0,0,0,12,12,477.0
Sylvie,2019,FEMALE,0,0,0,13,13,449.0
Talia,2019,FEMALE,0,0,0,39,39,239.0
Taylor,2019,FEMALE,0,22,0,0,22,292.0
Tenzin,2019,FEMALE,24,0,0,0,24,274.0
Tessa,2019,FEMALE,0,0,0,10,10,569.0
Thea,2019,FEMALE,0,0,0,12,12,477.0
Tiffany,2019,FEMALE,0,0,10,0,10,569.0
Toby,2019,FEMALE,0,0,0,43,43,225.0
Tori,2019,FEMALE,0,11,0,0,11,515.0
Trinity,2019,FEMALE,0,13,0,0,13,449.0
Tzipora,2019,FEMALE,0,0,0,11,11,515.0
Tziporah,2019,FEMALE,0,0,0,13,13,449.0
Tzippy,2019,FEMALE,0,0,0,12,12,477.0
Valentina,2019,FEMALE,0,0,246,96,342,50.0
Valeria,2019,FEMALE,0,0,40,0,40,233.0
Valerie,2019,FEMALE,0,0,47,0,47,211.0
Valery,2019,FEMALE,0,0,17,0,17,365.0
Vanessa,2019,FEMALE,20,0,36,0,56,192.0
Vera,2019,FEMALE,0,0,0,31,31,255.0
Veronica,2019,FEMALE,0,0,0,19,19,336.0
Vicky,2019,FEMALE,10,0,0,0,10,569.0
Victoria,2019,FEMALE,0,57,312,240,609,26.0
Vienna,2019,FEMALE,0,0,0,13,13,449.0
Violet,2019,FEMALE,33,0,87,168,288,54.0
Vivian,2019,FEMALE,32,0,0,86,118,125.0
Vivienne,2019,FEMALE,0,0,0,21,21,306.0
Willa,2019,FEMALE,0,0,0,17,17,365.0
Willow,2019,FEMALE,0,0,0,14,14,424.0
Winnie,2019,FEMALE,0,0,0,11,11,515.0
Winter,2019,FEMALE,0,14,0,0,14,424.0
Wynter,2019,FEMALE,0,25,0,0,25,270.0
Ximena,2019,FEMALE,0,0,21,0,21,306.0
Yael,2019,FEMALE,0,0,0,22,22,292.0
Yareli,2019,FEMALE,0,0,10,0,10,569.0
Yaretzi,2019,FEMALE,0,0,17,0,17,365.0
Yaritza,2019,FEMALE,0,0,10,0,10,569.0
Yasmina,2019,FEMALE,0,0,0,12,12,477.0
Yehudis,2019,FEMALE,0,0,0,22,22,292.0
Yides,2019,FEMALE,0,0,0,34,34,250.0
Yitty,2019,FEMALE,0,0,0,36,36,241.0
Yocheved,2019,FEMALE,0,0,0,21,21,306.0
Zahra,2019,FEMALE,17,0,0,0,17,365.0
Zainab,2019,FEMALE,44,26,0,0,70,168.0
Zara,2019,FEMALE,76,44,64,44,228,70.0
Zariah,2019,FEMALE,0,10,0,0,10,569.0
Zelda,2019,FEMALE,0,0,0,13,13,449.0
Zhuri,2019,FEMALE,0,10,0,0,10,569.0
Zissy,2019,FEMALE,0,0,0,21,21,306.0
Zoe,2019,FEMALE,132,92,364,372,960,12.0
Zoey,2019,FEMALE,96,140,132,80,448,40.0
Zora,2019,FEMALE,0,11,0,0,11,515.0
Zoya,2019,FEMALE,12,0,0,0,12,477.0
Zuri,2019,FEMALE,0,78,24,0,102,130.0
Aahil,2019,MALE,10,0,0,0,10,535.0
Aarav,2019,MALE,12,0,0,0,12,466.0
Aaron,2019,MALE,180,136,396,264,976,24.0
Aayan,2019,MALE,14,0,0,0,14,414.0
Abdiel,2019,MALE,0,0,29,0,29,269.0
Abdoulaye,2019,MALE,0,15,0,0,15,396.0
Abdullah,2019,MALE,38,0,0,0,38,249.0
Abdulloh,2019,MALE,0,0,0,15,15,396.0
Abel,2019,MALE,0,0,15,0,15,396.0
Abraham,2019,MALE,0,0,46,282,328,80.0
Abrar,2019,MALE,15,0,0,0,15,396.0
Abubakr,2019,MALE,0,0,0,11,11,494.0
Ace,2019,MALE,0,28,22,0,50,222.0
Adam,2019,MALE,152,52,104,536,844,30.0
Adiel,2019,MALE,0,0,10,0,10,535.0
Adonis,2019,MALE,0,80,52,0,132,145.0
Adrian,2019,MALE,96,68,372,180,716,39.0
Adriel,2019,MALE,0,0,41,0,41,241.0
Ahad,2019,MALE,10,0,0,0,10,535.0
Aharon,2019,MALE,0,0,0,19,19,335.0
Ahmad,2019,MALE,10,0,0,0,10,535.0
Ahmed,2019,MALE,42,30,0,87,159,124.0
Ahnaf,2019,MALE,10,0,0,0,10,535.0
Ahron,2019,MALE,0,0,0,13,13,438.0
Aidan,2019,MALE,42,0,42,108,192,107.0
Aiden,2019,MALE,588,284,552,272,1696,6.0
Akiva,2019,MALE,0,0,0,27,27,277.0
Alan,2019,MALE,54,0,123,54,231,98.0
Albert,2019,MALE,24,0,0,46,70,197.0
Alejandro,2019,MALE,0,0,40,0,40,243.0
Alessandro,2019,MALE,0,0,11,0,11,494.0
Alex,2019,MALE,96,52,144,92,384,69.0
Alexander,2019,MALE,212,108,456,672,1448,13.0
Alexis,2019,MALE,0,0,19,0,19,335.0
Ali,2019,MALE,44,0,0,94,138,138.0
Allan,2019,MALE,0,0,10,0,10,535.0
Allen,2019,MALE,15,0,0,0,15,396.0
Alonso,2019,MALE,0,0,12,0,12,466.0
Alpha,2019,MALE,0,12,0,0,12,466.0
Alston,2019,MALE,12,0,0,0,12,466.0
Alvin,2019,MALE,24,0,0,0,24,292.0
Amadou,2019,MALE,0,12,0,0,12,466.0
Amari,2019,MALE,0,112,26,0,138,138.0
Amir,2019,MALE,40,404,144,148,736,38.0
Amrom,2019,MALE,0,0,0,10,10,535.0
Anderson,2019,MALE,11,0,0,0,11,494.0
Andre,2019,MALE,0,10,0,0,10,535.0
Andres,2019,MALE,0,0,31,0,31,263.0
Andrew,2019,MALE,156,68,196,236,656,43.0
Andy,2019,MALE,46,0,28,0,74,192.0
Angel,2019,MALE,0,0,117,0,117,156.0
Angelo,2019,MALE,0,0,30,30,60,203.0
Anson,2019,MALE,13,0,0,0,13,438.0
Anthony,2019,MALE,80,116,304,320,820,34.0
Antonio,2019,MALE,0,0,32,42,74,192.0
Archer,2019,MALE,0,0,0,14,14,414.0
Arham,2019,MALE,42,0,0,0,42,239.0
Ari,2019,MALE,0,0,0,47,47,232.0
Ariel,2019,MALE,0,0,36,66,102,165.0
Arjun,2019,MALE,14,0,0,0,14,414.0
Arlo,2019,MALE,0,0,0,21,21,310.0
Aron,2019,MALE,0,0,0,79,79,187.0
Arthur,2019,MALE,32,0,0,90,122,153.0
Aryan,2019,MALE,18,0,0,0,18,351.0
Aryeh,2019,MALE,0,0,0,31,31,263.0
Asher,2019,MALE,56,72,112,364,604,46.0
Ashton,2019,MALE,44,124,72,48,288,88.0
August,2019,MALE,0,0,28,64,92,176.0
Austin,2019,MALE,184,80,184,96,544,53.0
Avery,2019,MALE,0,60,66,30,156,125.0
Avi,2019,MALE,0,0,0,15,15,396.0
Avraham,2019,MALE,0,0,0,52,52,215.0
Avrohom,2019,MALE,0,0,0,23,23,299.0
Avrum,2019,MALE,0,0,0,13,13,438.0
Axel,2019,MALE,0,0,158,28,186,113.0
Ayaan,2019,MALE,57,0,0,0,57,206.0
Ayan,2019,MALE,15,0,0,0,15,396.0
Ayden,2019,MALE,120,128,256,40,544,53.0
Beau,2019,MALE,0,0,0,21,21,310.0
Ben,2019,MALE,0,0,0,24,24,292.0
Benjamin,2019,MALE,144,72,264,728,1208,19.0
Bennett,2019,MALE,0,0,0,13,13,438.0
Benzion,2019,MALE,0,0,0,23,23,299.0
Berl,2019,MALE,0,0,0,16,16,377.0
Binyamin,2019,MALE,0,0,0,11,11,494.0
Binyomin,2019,MALE,0,0,0,17,17,359.0
Blake,2019,MALE,0,0,0,19,19,335.0
Bodhi,2019,MALE,20,0,0,30,50,222.0
Boubacar,2019,MALE,0,11,0,0,11,494.0
Bradley,2019,MALE,0,0,22,24,46,235.0
Brandon,2019,MALE,76,48,116,48,288,88.0
Brayden,2019,MALE,0,0,0,14,14,414.0
Brian,2019,MALE,60,0,57,36,153,130.0
Brody,2019,MALE,0,0,0,23,23,299.0
Brooks,2019,MALE,0,0,0,21,21,310.0
Bryan,2019,MALE,42,33,63,0,138,138.0
Bryce,2019,MALE,0,51,45,42,138,138.0
Bryson,2019,MALE,0,94,48,0,142,136.0
Byron,2019,MALE,0,0,10,0,10,535.0
Caden,2019,MALE,0,10,0,0,10,535.0
Caiden,2019,MALE,0,15,0,0,15,396.0
Cairo,2019,MALE,0,84,28,0,112,159.0
Caleb,2019,MALE,104,124,184,140,552,52.0
Calvin,2019,MALE,0,0,0,13,13,438.0
Cameron,2019,MALE,0,117,48,126,291,87.0
Carlos,2019,MALE,0,0,48,0,48,226.0
Carter,2019,MALE,0,183,54,84,321,81.0
Cayden,2019,MALE,0,14,0,0,14,414.0
Cesar,2019,MALE,0,0,19,0,19,335.0
Chaim,2019,MALE,0,0,0,138,138,138.0
Chance,2019,MALE,0,17,0,0,17,359.0
Charles,2019,MALE,54,0,33,444,531,56.0
Charlie,2019,MALE,0,0,0,25,25,287.0
Chase,2019,MALE,0,114,60,63,237,95.0
Cheskel,2019,MALE,0,0,0,20,20,325.0
Chesky,2019,MALE,0,0,0,15,15,396.0
Chris,2019,MALE,20,0,32,0,52,215.0
Christian,2019,MALE,44,180,280,168,672,42.0
Christopher,2019,MALE,84,104,284,240,712,40.0
Cody,2019,MALE,15,0,0,0,15,396.0
Cole,2019,MALE,0,0,0,22,22,305.0
Colin,2019,MALE,0,0,0,22,22,305.0
Connor,2019,MALE,26,0,0,64,90,178.0
Cooper,2019,MALE,0,0,0,28,28,272.0
Cristian,2019,MALE,0,0,22,0,22,305.0
Cyrus,2019,MALE,0,0,0,12,12,466.0
Dallas,2019,MALE,0,10,0,0,10,535.0
Damian,2019,MALE,0,0,94,32,126,151.0
Damien,2019,MALE,0,0,10,0,10,535.0
Daniel,2019,MALE,292,176,512,696,1676,7.0
Dante,2019,MALE,0,0,20,0,20,325.0
Dariel,2019,MALE,0,0,27,0,27,277.0
Darren,2019,MALE,15,0,0,0,15,396.0
David,2019,MALE,64,156,420,1008,1648,9.0
Dean,2019,MALE,0,0,0,28,28,272.0
Declan,2019,MALE,0,0,0,26,26,284.0
Derek,2019,MALE,28,0,44,0,72,194.0
Desmond,2019,MALE,0,0,0,11,11,494.0
Devin,2019,MALE,0,0,0,10,10,535.0
Diego,2019,MALE,0,0,50,0,50,222.0
Dion,2019,MALE,0,0,0,10,10,535.0
Dominic,2019,MALE,0,0,52,54,106,164.0
Dov,2019,MALE,0,0,0,47,47,232.0
Dovid,2019,MALE,0,0,0,39,39,246.0
Duvid,2019,MALE,0,0,0,11,11,494.0
Dylan,2019,MALE,168,104,848,352,1472,12.0
Ean,2019,MALE,0,0,17,0,17,359.0
Eason,2019,MALE,21,0,0,0,21,310.0
Eden,2019,MALE,36,0,0,20,56,209.0
Edgar,2019,MALE,0,0,10,0,10,535.0
Edison,2019,MALE,10,0,0,0,10,535.0
Eduardo,2019,MALE,0,0,14,0,14,414.0
Edward,2019,MALE,0,0,50,60,110,161.0
Edwin,2019,MALE,0,0,18,0,18,351.0
Efraim,2019,MALE,0,0,0,16,16,377.0
Eitan,2019,MALE,0,0,0,19,19,335.0
Eli,2019,MALE,0,54,105,273,432,64.0
Eliam,2019,MALE,0,0,16,0,16,377.0
Elian,2019,MALE,0,0,46,0,46,235.0
Elias,2019,MALE,44,104,372,132,652,44.0
Eliel,2019,MALE,0,0,21,0,21,310.0
Eliezer,2019,MALE,0,0,0,29,29,269.0
Elijah,2019,MALE,68,328,348,80,824,32.0
Elimelech,2019,MALE,0,0,0,17,17,359.0
Eliyahu,2019,MALE,0,0,0,33,33,260.0
Elliot,2019,MALE,30,0,33,141,204,105.0
Elliott,2019,MALE,0,0,0,26,26,284.0
Ellis,2019,MALE,0,0,0,12,12,466.0
Elya,2019,MALE,0,0,0,15,15,396.0
Emanuel,2019,MALE,0,0,15,0,15,396.0
Emerson,2019,MALE,0,0,0,11,11,494.0
Emiliano,2019,MALE,0,0,22,0,22,305.0
Emilio,2019,MALE,0,0,31,0,31,263.0
Emmanuel,2019,MALE,0,60,102,0,162,123.0
Emmett,2019,MALE,0,0,0,20,20,325.0
Enzo,2019,MALE,36,0,81,36,153,130.0
Eric,2019,MALE,164,40,56,48,308,84.0
Erick,2019,MALE,0,0,40,0,40,243.0
Ermias,2019,MALE,0,20,24,0,44,237.0
Ethan,2019,MALE,616,276,780,452,2124,3.0
Evan,2019,MALE,224,40,184,136,584,50.0
Everett,2019,MALE,0,0,0,27,27,277.0
Ezekiel,2019,MALE,0,32,44,0,76,189.0
Ezequiel,2019,MALE,0,0,16,0,16,377.0
Ezra,2019,MALE,0,57,69,222,348,76.0
Ezriel,2019,MALE,0,0,0,10,10,535.0
Farhan,2019,MALE,12,0,0,0,12,466.0
Felipe,2019,MALE,0,0,11,0,11,494.0
Felix,2019,MALE,36,0,30,81,147,132.0
Fernando,2019,MALE,0,0,12,0,12,466.0
Finn,2019,MALE,0,0,0,28,28,272.0
Fishel,2019,MALE,0,0,0,10,10,535.0
Francesco,2019,MALE,0,0,0,11,11,494.0
Francis,2019,MALE,0,0,0,13,13,438.0
Francisco,2019,MALE,0,0,20,0,20,325.0
Frank,2019,MALE,0,0,0,21,21,310.0
Frederick,2019,MALE,0,0,0,13,13,438.0
Gabriel,2019,MALE,60,104,388,420,972,25.0
Gael,2019,MALE,0,0,112,0,112,159.0
Gavin,2019,MALE,54,0,36,78,168,119.0
Gavriel,2019,MALE,0,0,0,18,18,351.0
George,2019,MALE,81,0,45,222,348,76.0
Gianni,2019,MALE,0,0,11,0,11,494.0
Giovanni,2019,MALE,0,0,36,50,86,183.0
Graham,2019,MALE,0,0,0,18,18,351.0
Grant,2019,MALE,0,0,0,19,19,335.0
Grayson,2019,MALE,56,48,164,76,344,78.0
Gregory,2019,MALE,0,0,0,12,12,466.0
Grey,2019,MALE,0,0,0,10,10,535.0
Greyson,2019,MALE,0,0,82,46,128,148.0
Griffin,2019,MALE,0,0,0,15,15,396.0
Guy,2019,MALE,0,0,0,11,11,494.0
Hamza,2019,MALE,28,0,0,24,52,215.0
Harrison,2019,MALE,0,0,0,38,38,249.0
Harry,2019,MALE,0,0,0,21,21,310.0
Hassan,2019,MALE,0,13,0,0,13,438.0
Hayden,2019,MALE,30,30,0,36,96,175.0
Hector,2019,MALE,0,0,20,0,20,325.0
Henry,2019,MALE,144,0,75,525,744,36.0
Hersh,2019,MALE,0,0,0,22,22,305.0
Hershel,2019,MALE,0,0,0,21,21,310.0
Hershy,2019,MALE,0,0,0,28,28,272.0
Hillel,2019,MALE,0,0,0,15,15,396.0
Hudson,2019,MALE,38,0,0,90,128,148.0
Hugo,2019,MALE,20,0,0,40,60,203.0
Hunter,2019,MALE,80,124,104,120,428,66.0
Ian,2019,MALE,111,0,306,39,456,61.0
Ibrahim,2019,MALE,117,108,0,72,297,86.0
Ibrahima,2019,MALE,0,12,0,0,12,466.0
Ibrohim,2019,MALE,0,0,0,13,13,438.0
Idris,2019,MALE,0,0,0,11,11,494.0
Iker,2019,MALE,0,0,24,0,24,292.0
Imran,2019,MALE,0,0,0,13,13,438.0
Isaac,2019,MALE,68,72,440,528,1108,20.0
Isaiah,2019,MALE,0,72,96,0,168,119.0
Isaias,2019,MALE,0,0,21,0,21,310.0
Ishaan,2019,MALE,10,0,0,0,10,535.0
Ismael,2019,MALE,0,20,52,0,72,194.0
Israel,2019,MALE,0,51,72,51,174,117.0
Ivan,2019,MALE,60,0,90,39,189,109.0
Jace,2019,MALE,0,102,123,48,273,90.0
Jack,2019,MALE,63,0,66,612,741,37.0
Jackson,2019,MALE,92,48,60,276,476,59.0
Jacob,2019,MALE,124,116,836,852,1928,4.0
Jad,2019,MALE,0,0,0,14,14,414.0
Jaden,2019,MALE,54,63,39,0,156,125.0
Jadiel,2019,MALE,0,0,33,0,33,260.0
Jael,2019,MALE,0,0,11,0,11,494.0
Jaiden,2019,MALE,0,24,24,0,48,226.0
Jake,2019,MALE,33,0,84,72,189,109.0
Jakob,2019,MALE,0,0,0,10,10,535.0
James,2019,MALE,148,64,264,832,1308,16.0
Jameson,2019,MALE,0,0,0,19,19,335.0
Jamie,2019,MALE,0,0,0,12,12,466.0
Jamir,2019,MALE,0,10,0,0,10,535.0
Jared,2019,MALE,0,0,16,0,16,377.0
Jariel,2019,MALE,0,0,14,0,14,414.0
Jasiah,2019,MALE,0,14,0,0,14,414.0
Jason,2019,MALE,208,84,220,92,604,46.0
Jasper,2019,MALE,214,0,0,42,256,93.0
Javier,2019,MALE,0,0,27,0,27,277.0
Jaxon,2019,MALE,0,75,90,60,225,99.0
Jaxson,2019,MALE,0,45,78,42,165,121.0
Jay,2019,MALE,0,0,14,0,14,414.0
Jayce,2019,MALE,0,68,74,0,142,136.0
Jayceon,2019,MALE,0,13,0,0,13,438.0
Jaycob,2019,MALE,0,0,14,0,14,414.0
Jayden,2019,MALE,472,276,688,64,1500,11.0
Jaylen,2019,MALE,0,20,20,0,40,243.0
Jayson,2019,MALE,0,0,17,0,17,359.0
Jaziel,2019,MALE,0,0,11,0,11,494.0
Jefferson,2019,MALE,0,0,11,0,11,494.0
Jeffrey,2019,MALE,14,0,0,0,14,414.0
Jeremiah,2019,MALE,0,118,148,0,266,91.0
Jeremy,2019,MALE,54,0,124,0,178,115.0
Jesse,2019,MALE,0,28,0,28,56,209.0
Jesus,2019,MALE,0,0,37,0,37,254.0
Jimmy,2019,MALE,11,0,0,0,11,494.0
Joaquin,2019,MALE,0,0,14,0,14,414.0
Joel,2019,MALE,0,51,87,78,216,100.0
Johan,2019,MALE,0,0,17,0,17,359.0
John,2019,MALE,52,64,176,576,868,28.0
Johnny,2019,MALE,0,0,10,0,10,535.0
Jonah,2019,MALE,0,48,63,138,249,94.0
Jonas,2019,MALE,0,0,16,0,16,377.0
Jonathan,2019,MALE,116,112,268,208,704,41.0
Jordan,2019,MALE,40,108,132,168,448,63.0
Jorge,2019,MALE,0,0,20,0,20,325.0
Jose,2019,MALE,0,0,48,0,48,226.0
Joseph,2019,MALE,88,56,312,932,1388,14.0
Joshua,2019,MALE,84,212,376,180,852,29.0
Josiah,2019,MALE,0,144,162,0,306,85.0
Josue,2019,MALE,0,0,52,0,52,215.0
Juan,2019,MALE,0,0,48,0,48,226.0
Judah,2019,MALE,0,0,0,31,31,263.0
Jude,2019,MALE,0,0,0,30,30,268.0
Julian,2019,MALE,88,48,304,360,800,35.0
Julien,2019,MALE,0,0,0,13,13,438.0
Julius,2019,MALE,0,0,18,0,18,351.0
Justice,2019,MALE,0,17,0,0,17,359.0
Justin,2019,MALE,164,88,216,100,568,51.0
Kabir,2019,MALE,12,0,0,0,12,466.0
Kaden,2019,MALE,0,10,0,0,10,535.0
Kai,2019,MALE,120,96,64,80,360,73.0
Kaiden,2019,MALE,0,80,54,0,134,144.0
Kairo,2019,MALE,0,104,24,0,128,148.0
Kaleb,2019,MALE,30,60,66,0,156,125.0
Kamari,2019,MALE,0,17,0,0,17,359.0
Karter,2019,MALE,0,80,20,0,100,169.0
Kayden,2019,MALE,63,159,180,0,402,67.0
Kelvin,2019,MALE,0,0,15,0,15,396.0
Kendrick,2019,MALE,0,0,12,0,12,466.0
Kenneth,2019,MALE,20,0,46,0,66,201.0
Kenny,2019,MALE,0,0,10,0,10,535.0
Kenzo,2019,MALE,0,26,0,0,26,284.0
Kevin,2019,MALE,120,64,192,80,456,61.0
Khalil,2019,MALE,0,14,0,0,14,414.0
Kieran,2019,MALE,0,0,0,16,16,377.0
King,2019,MALE,0,146,42,0,188,112.0
Kingsley,2019,MALE,14,0,0,0,14,414.0
Kyle,2019,MALE,138,39,0,39,216,100.0
Kyrie,2019,MALE,0,106,24,0,130,146.0
Kyro,2019,MALE,0,11,0,0,11,494.0
Laith,2019,MALE,0,0,0,11,11,494.0
Landon,2019,MALE,44,48,76,68,236,96.0
Lazer,2019,MALE,0,0,0,25,25,287.0
Leandro,2019,MALE,0,0,12,0,12,466.0
Legend,2019,MALE,0,106,38,0,144,134.0
Leo,2019,MALE,174,0,144,504,822,33.0
Leon,2019,MALE,100,40,72,160,372,72.0
Leonard,2019,MALE,0,0,0,10,10,535.0
Leonardo,2019,MALE,0,0,116,98,214,103.0
Leonel,2019,MALE,0,0,13,0,13,438.0
Lev,2019,MALE,0,0,0,21,21,310.0
Levi,2019,MALE,52,92,80,264,488,57.0
Liam,2019,MALE,320,388,1692,572,2972,1.0
Lincoln,2019,MALE,0,0,0,11,11,494.0
Lipa,2019,MALE,0,0,0,37,37,254.0
Logan,2019,MALE,140,168,464,240,1012,22.0
Lorenzo,2019,MALE,0,0,70,66,136,143.0
Louis,2019,MALE,26,0,0,72,98,172.0
Luca,2019,MALE,54,0,99,333,486,58.0
Lucas,2019,MALE,612,60,704,436,1812,5.0
Luis,2019,MALE,0,0,75,0,75,191.0
Luka,2019,MALE,0,0,0,21,21,310.0
Lukas,2019,MALE,0,0,52,30,82,184.0
Luke,2019,MALE,66,0,42,243,351,75.0
Maison,2019,MALE,0,0,11,0,11,494.0
Major,2019,MALE,0,13,0,0,13,438.0
Makai,2019,MALE,0,13,0,0,13,438.0
Malachi,2019,MALE,0,27,0,0,27,277.0
Malcolm,2019,MALE,0,0,0,13,13,438.0
Malek,2019,MALE,0,0,0,12,12,466.0
Malik,2019,MALE,0,17,0,0,17,359.0
Mamadou,2019,MALE,0,21,0,0,21,310.0
Manuel,2019,MALE,0,0,20,0,20,325.0
