Child's First Name,Year of Birth,Gender,ASIAN AND PACIFIC ISLANDER,BLACK NON HISPANIC,HISPANIC,WHITE NON HISPANIC,overall_count,rank
MICHELLE,2011,FEMALE,6048,1872,7344,5040,20304,31.0
MIKAELA,2011,FEMALE,0,0,504,0,504,442.0
MIKAYLA,2011,FEMALE,0,2268,2808,1296,6372,94.0
MILA,2011,FEMALE,1836,0,2052,3348,7236,83.0
MILAN,2011,FEMALE,0,1008,0,0,1008,280.0
MILENA,2011,FEMALE,0,0,0,468,468,474.0
MILEY,2011,FEMALE,0,0,612,0,612,379.0
MINA,2011,FEMALE,432,0,0,0,432,508.0
MINDY,2011,FEMALE,0,0,0,864,864,309.0
MIRANDA,2011,FEMALE,0,0,396,0,396,546.0
MIRI,2011,FEMALE,0,0,0,360,360,587.0
MIRIAM,2011,FEMALE,0,0,792,9432,10224,66.0
MOLLY,2011,FEMALE,0,0,0,1296,1296,258.0
MORGAN,2011,FEMALE,0,2232,0,1440,3672,150.0
MYA,2011,FEMALE,0,2304,2088,0,4392,132.0
NADIA,2011,FEMALE,0,1152,1008,0,2160,206.0
NAHLA,2011,FEMALE,0,468,0,0,468,474.0
NANA,2011,FEMALE,0,360,0,0,360,587.0
NANCY,2011,FEMALE,0,0,360,0,360,587.0
NAOMI,2011,FEMALE,0,3672,2376,4968,11016,63.0
NATALIA,2011,FEMALE,0,1296,5400,2160,8856,74.0
NATALIE,2011,FEMALE,2760,1265,6348,5520,15893,43.0
NATALY,2011,FEMALE,0,0,468,0,468,474.0
NATASHA,2011,FEMALE,0,0,396,0,396,546.0
NATHALIA,2011,FEMALE,0,0,360,0,360,587.0
NATHALIE,2011,FEMALE,0,0,936,0,936,287.0
NATHALY,2011,FEMALE,0,0,720,0,720,344.0
NAYELI,2011,FEMALE,0,0,612,0,612,379.0
NECHAMA,2011,FEMALE,0,0,0,900,900,298.0
NEVAEH,2011,FEMALE,0,4320,2304,0,6624,90.0
NIA,2011,FEMALE,0,1368,0,0,1368,253.0
NICOLE,2011,FEMALE,3564,0,7668,4860,16092,42.0
NICOLETTE,2011,FEMALE,0,0,0,360,360,587.0
NINA,2011,FEMALE,2268,0,1188,4212,7668,81.0
NOA,2011,FEMALE,0,0,0,1224,1224,260.0
NOEMI,2011,FEMALE,0,0,396,0,396,546.0
NORA,2011,FEMALE,0,0,0,828,828,315.0
NYLA,2011,FEMALE,0,3096,1152,0,4248,136.0
NYLAH,2011,FEMALE,0,1512,0,0,1512,245.0
OLIVIA,2011,FEMALE,12816,7488,12384,30672,63360,3.0
PAIGE,2011,FEMALE,0,2376,0,936,3312,162.0
PAOLA,2011,FEMALE,0,0,360,0,360,587.0
PARIS,2011,FEMALE,0,1152,0,0,1152,268.0
PARKER,2011,FEMALE,0,0,0,468,468,474.0
PEARL,2011,FEMALE,0,0,0,828,828,315.0
PENELOPE,2011,FEMALE,0,0,1008,2736,3744,147.0
PEREL,2011,FEMALE,0,0,0,540,540,417.0
PERLA,2011,FEMALE,0,0,432,0,432,508.0
PESSY,2011,FEMALE,0,0,0,936,936,287.0
PEYTON,2011,FEMALE,0,720,0,0,720,344.0
PHOEBE,2011,FEMALE,1296,0,0,1656,2952,170.0
PIPER,2011,FEMALE,0,0,0,396,396,546.0
PRINCESS,2011,FEMALE,0,576,0,0,576,394.0
QUEENIE,2011,FEMALE,540,0,0,0,540,417.0
QUINN,2011,FEMALE,0,0,0,360,360,587.0
RACHEL,2011,FEMALE,2592,1440,3600,24624,32256,16.0
RAINA,2011,FEMALE,396,0,0,0,396,546.0
RAIZEL,2011,FEMALE,0,0,0,720,720,344.0
RAIZY,2011,FEMALE,0,0,0,1836,1836,227.0
RAQUEL,2011,FEMALE,0,0,396,0,396,546.0
REBECCA,2011,FEMALE,1872,1728,1440,7776,12816,53.0
REESE,2011,FEMALE,0,0,0,468,468,474.0
RENEE,2011,FEMALE,360,0,0,0,360,587.0
RIFKA,2011,FEMALE,0,0,0,432,432,508.0
RIFKY,2011,FEMALE,0,0,0,468,468,474.0
RIHANNA,2011,FEMALE,0,0,756,0,756,337.0
RILEY,2011,FEMALE,0,1620,1296,3024,5940,97.0
RIVKA,2011,FEMALE,0,0,0,4068,4068,140.0
RIVKY,2011,FEMALE,0,0,0,1548,1548,244.0
ROCHEL,2011,FEMALE,0,0,0,792,792,323.0
ROIZY,2011,FEMALE,0,0,0,468,468,474.0
ROSA,2011,FEMALE,0,0,360,0,360,587.0
ROSE,2011,FEMALE,0,0,792,2520,3312,162.0
ROSELYN,2011,FEMALE,0,0,576,0,576,394.0
RUBY,2011,FEMALE,0,0,1440,2016,3456,159.0
RUCHY,2011,FEMALE,0,0,0,432,432,508.0
RUTH,2011,FEMALE,0,0,0,396,396,546.0
RYAN,2011,FEMALE,0,0,0,504,504,442.0
SABRINA,2011,FEMALE,2484,0,2700,3672,8856,74.0
SADE,2011,FEMALE,0,576,0,0,576,394.0
SADIE,2011,FEMALE,0,0,792,2304,3096,169.0
SALMA,2011,FEMALE,0,0,0,612,612,379.0
SAMANTHA,2011,FEMALE,3168,3888,14400,10656,32112,17.0
SAMARA,2011,FEMALE,0,792,864,0,1656,237.0
SAMIYA,2011,FEMALE,0,360,0,0,360,587.0
SAMIYAH,2011,FEMALE,0,648,0,0,648,371.0
SANAA,2011,FEMALE,0,936,0,0,936,287.0
SANAI,2011,FEMALE,0,756,0,0,756,337.0
SANIYA,2011,FEMALE,0,468,0,0,468,474.0
SANIYAH,2011,FEMALE,0,468,0,0,468,474.0
SARA,2011,FEMALE,2592,0,3132,11556,17280,37.0
SARAH,2011,FEMALE,5472,5760,7632,25488,44352,10.0
SARAI,2011,FEMALE,0,1080,1728,0,2808,175.0
SARIAH,2011,FEMALE,0,1224,720,0,1944,218.0
SASHA,2011,FEMALE,0,1512,1080,1728,4320,134.0
SAVANNA,2011,FEMALE,0,0,360,0,360,587.0
SAVANNAH,2011,FEMALE,0,4536,4104,1728,10368,65.0
SCARLET,2011,FEMALE,0,0,1044,0,1044,277.0
SCARLETT,2011,FEMALE,0,0,4680,2232,6912,86.0
SELENA,2011,FEMALE,936,0,1080,0,2016,213.0
SELINA,2011,FEMALE,936,0,0,0,936,287.0
SERENA,2011,FEMALE,1224,0,0,1152,2376,191.0
SERENITY,2011,FEMALE,0,3744,2664,0,6408,92.0
SHAINA,2011,FEMALE,0,0,0,576,576,394.0
SHAINDEL,2011,FEMALE,0,0,0,540,540,417.0
SHAINDY,2011,FEMALE,0,0,0,1728,1728,234.0
SHANIA,2011,FEMALE,0,504,0,0,504,442.0
SHANIYA,2011,FEMALE,0,396,0,0,396,546.0
SHARON,2011,FEMALE,720,0,0,0,720,344.0
SHERLYN,2011,FEMALE,0,0,468,0,468,474.0
SHEVY,2011,FEMALE,0,0,0,360,360,587.0
SHIFRA,2011,FEMALE,0,0,0,720,720,344.0
SHILOH,2011,FEMALE,0,540,0,0,540,417.0
SHIRA,2011,FEMALE,0,0,0,792,792,323.0
SHIRLEY,2011,FEMALE,864,0,1080,0,1944,218.0
SHOSHANA,2011,FEMALE,0,0,0,792,792,323.0
SIENA,2011,FEMALE,0,0,0,576,576,394.0
SIENNA,2011,FEMALE,0,0,1224,2736,3960,142.0
SIMA,2011,FEMALE,0,0,0,684,684,361.0
SIMI,2011,FEMALE,0,0,0,360,360,587.0
SIMONE,2011,FEMALE,0,0,0,540,540,417.0
SKYE,2011,FEMALE,0,540,0,0,540,417.0
SKYLA,2011,FEMALE,0,1368,1512,0,2880,172.0
SKYLAR,2011,FEMALE,0,2160,1296,1836,5292,109.0
SLOANE,2011,FEMALE,0,0,0,612,612,379.0
SOFIA,2011,FEMALE,2052,0,17820,13176,33048,15.0
SOPHIA,2011,FEMALE,17136,4320,32112,25920,79488,2.0
SOPHIE,2011,FEMALE,2700,0,1296,7020,11016,63.0
SORAYA,2011,FEMALE,0,360,0,0,360,587.0
STACY,2011,FEMALE,0,0,360,0,360,587.0
STELLA,2011,FEMALE,1188,0,1188,7452,9828,69.0
STEPHANIE,2011,FEMALE,1584,0,3600,0,5184,111.0
STEPHANY,2011,FEMALE,0,0,396,0,396,546.0
SUMMER,2011,FEMALE,0,1080,0,1152,2232,200.0
SURI,2011,FEMALE,0,0,0,504,504,442.0
SURY,2011,FEMALE,0,0,0,720,720,344.0
SYDNEY,2011,FEMALE,0,1728,0,2520,4248,136.0
SYEDA,2011,FEMALE,576,0,0,0,576,394.0
SYLVIA,2011,FEMALE,0,0,0,396,396,546.0
SYMPHONY,2011,FEMALE,0,468,0,0,468,474.0
TABITHA,2011,FEMALE,0,360,0,0,360,587.0
TALIA,2011,FEMALE,0,0,0,936,936,287.0
TAMAR,2011,FEMALE,0,0,0,396,396,546.0
TAMIA,2011,FEMALE,0,612,0,0,612,379.0
TANISHA,2011,FEMALE,360,0,0,0,360,587.0
TARAJI,2011,FEMALE,0,432,0,0,432,508.0
TATIANA,2011,FEMALE,0,0,396,0,396,546.0
TAYLOR,2011,FEMALE,0,5724,1404,2700,9828,69.0
TENZIN,2011,FEMALE,936,0,0,0,936,287.0
TESSA,2011,FEMALE,0,0,0,504,504,442.0
TIANA,2011,FEMALE,0,1368,792,0,2160,206.0
TIANNA,2011,FEMALE,0,468,0,0,468,474.0
TIFFANY,2011,FEMALE,3888,0,1728,0,5616,102.0
TINA,2011,FEMALE,504,0,0,0,504,442.0
TOBY,2011,FEMALE,0,0,0,1404,1404,250.0
TORI,2011,FEMALE,0,576,0,0,576,394.0
TRINITY,2011,FEMALE,0,1008,0,0,1008,280.0
TZIPORA,2011,FEMALE,0,0,0,432,432,508.0
TZIPORAH,2011,FEMALE,0,0,0,360,360,587.0
TZIPPY,2011,FEMALE,0,0,0,360,360,587.0
TZIVIA,2011,FEMALE,0,0,0,504,504,442.0
VALENTINA,2011,FEMALE,0,0,6120,2232,8352,76.0
VALERIA,2011,FEMALE,0,0,1620,0,1620,242.0
VALERIE,2011,FEMALE,0,0,3816,792,4608,122.0
VANESSA,2011,FEMALE,1620,0,4536,1512,7668,81.0
VERA,2011,FEMALE,0,0,0,684,684,361.0
VERONICA,2011,FEMALE,0,0,720,1584,2304,195.0
VERONIKA,2011,FEMALE,0,0,0,396,396,546.0
VICKY,2011,FEMALE,1152,0,0,0,1152,268.0
VICTORIA,2011,FEMALE,2530,4968,15732,11592,34822,14.0
VIOLET,2011,FEMALE,0,0,1008,2736,3744,147.0
VIVIAN,2011,FEMALE,3168,0,0,2160,5328,108.0
VIVIANA,2011,FEMALE,0,0,396,0,396,546.0
VIVIENNE,2011,FEMALE,0,0,0,756,756,337.0
WENDY,2011,FEMALE,1152,0,864,0,2016,213.0
WILLA,2011,FEMALE,0,0,0,468,468,474.0
WINNIE,2011,FEMALE,900,0,0,0,900,298.0
XIMENA,2011,FEMALE,0,0,648,0,648,371.0
XIN,2011,FEMALE,648,0,0,0,648,371.0
YACHET,2011,FEMALE,0,0,0,468,468,474.0
YAEL,2011,FEMALE,0,0,0,756,756,337.0
YAMILET,2011,FEMALE,0,0,396,0,396,546.0
YARETZI,2011,FEMALE,0,0,792,0,792,323.0
YASMINE,2011,FEMALE,0,0,0,360,360,587.0
YEHUDIS,2011,FEMALE,0,0,0,828,828,315.0
YIDES,2011,FEMALE,0,0,0,900,900,298.0
YITTY,2011,FEMALE,0,0,0,1152,1152,268.0
YOCHEVED,2011,FEMALE,0,0,0,720,720,344.0
YU,2011,FEMALE,468,0,0,0,468,474.0
ZAHARA,2011,FEMALE,0,360,0,0,360,587.0
ZAHRA,2011,FEMALE,684,0,0,0,684,361.0
ZAINAB,2011,FEMALE,828,0,0,0,828,315.0
ZANIYAH,2011,FEMALE,0,360,0,0,360,587.0
ZARA,2011,FEMALE,1008,792,0,0,1800,230.0
ZARIA,2011,FEMALE,0,468,0,0,468,474.0
ZARIAH,2011,FEMALE,0,504,0,0,504,442.0
ZISSY,2011,FEMALE,0,0,0,900,900,298.0
ZOE,2011,FEMALE,3450,5934,8970,9315,27669,22.0
ZOEY,2011,FEMALE,0,3132,2916,2268,8316,77.0
ZURI,2011,FEMALE,0,360,0,0,360,587.0
AARAV,2011,MALE,540,0,0,0,540,395.0
AARON,2011,MALE,7344,7632,14688,9648,39312,35.0
ABDIEL,2011,MALE,0,0,432,0,432,467.0
ABDOUL,2011,MALE,0,576,0,0,576,377.0
ABDOULAYE,2011,MALE,0,468,0,0,468,439.0
ABDUL,2011,MALE,720,0,0,0,720,328.0
ABDULLAH,2011,MALE,1080,0,0,0,1080,268.0
ABEL,2011,MALE,0,0,504,0,504,415.0
ABRAHAM,2011,MALE,0,0,1584,12384,13968,80.0
ADAM,2011,MALE,4032,4032,4608,18576,31248,41.0
ADEN,2011,MALE,0,1368,936,0,2304,188.0
ADITYA,2011,MALE,504,0,0,0,504,415.0
ADONIS,2011,MALE,0,792,1152,0,1944,209.0
ADRIAN,2011,MALE,2736,2592,22608,5040,32976,38.0
ADRIEL,2011,MALE,0,0,1224,0,1224,252.0
AHARON,2011,MALE,0,0,0,684,684,340.0
AHMED,2011,MALE,2268,1188,0,2808,6264,114.0
AHRON,2011,MALE,0,0,0,612,612,366.0
AIDAN,2011,MALE,4608,2880,5184,8352,21024,53.0
AIDEN,2011,MALE,13824,24048,27072,11232,76176,8.0
AKIVA,2011,MALE,0,0,0,720,720,328.0
ALAN,2011,MALE,3996,0,4104,2268,10368,96.0
ALBERT,2011,MALE,0,0,936,1080,2016,204.0
ALBERTO,2011,MALE,0,0,540,0,540,395.0
ALDO,2011,MALE,0,0,360,0,360,533.0
ALEC,2011,MALE,0,0,0,396,396,493.0
ALEJANDRO,2011,MALE,0,0,2448,0,2448,183.0
ALEX,2011,MALE,5616,0,7344,3672,16632,69.0
ALEXANDER,2011,MALE,6768,5616,31536,28368,72288,9.0
ALEXIS,2011,MALE,0,0,1980,0,1980,207.0
ALFREDO,2011,MALE,0,0,540,0,540,395.0
ALI,2011,MALE,1404,1188,0,3564,6156,116.0
ALIJAH,2011,MALE,0,360,0,0,360,533.0
ALLAN,2011,MALE,0,0,360,0,360,533.0
ALLEN,2011,MALE,1512,0,2376,1188,5076,127.0
ALVIN,2011,MALE,4644,1080,1080,0,6804,111.0
AMADOU,2011,MALE,0,540,0,0,540,395.0
AMAR'E,2011,MALE,0,432,0,0,432,467.0
AMARE,2011,MALE,0,540,0,0,540,395.0
AMARI,2011,MALE,0,2052,0,0,2052,203.0
AMIR,2011,MALE,0,9612,2268,1620,13500,83.0
AMROM,2011,MALE,0,0,0,468,468,439.0
ANDERSON,2011,MALE,0,0,1188,0,1188,254.0
ANDRE,2011,MALE,0,1584,720,0,2304,188.0
ANDRES,2011,MALE,0,0,1836,0,1836,218.0
ANDREW,2011,MALE,10080,5184,18000,19152,52416,19.0
ANDY,2011,MALE,3096,0,2664,0,5760,122.0
ANGEL,2011,MALE,0,720,18216,0,18936,62.0
ANGELO,2011,MALE,0,0,2016,1152,3168,160.0
ANSON,2011,MALE,648,0,0,0,648,354.0
ANTHONY,2011,MALE,6624,9504,29808,19440,65376,12.0
ANTONIO,2011,MALE,0,1620,3456,3024,8100,105.0
ARI,2011,MALE,0,0,0,1080,1080,268.0
ARIEL,2011,MALE,0,0,1716,1650,3366,156.0
ARJUN,2011,MALE,972,0,0,0,972,283.0
ARMAAN,2011,MALE,540,0,0,0,540,395.0
ARMANDO,2011,MALE,0,0,396,0,396,493.0
ARMANI,2011,MALE,0,0,720,0,720,328.0
ARON,2011,MALE,0,0,0,2160,2160,197.0
ARTHUR,2011,MALE,0,0,0,1044,1044,273.0
ARTURO,2011,MALE,0,0,360,0,360,533.0
ARYAN,2011,MALE,648,0,0,0,648,354.0
ARYEH,2011,MALE,0,0,0,864,864,299.0
ASHER,2011,MALE,0,0,0,1980,1980,207.0
ASHTON,2011,MALE,0,1944,1836,1080,4860,129.0
AUGUST,2011,MALE,0,0,0,576,576,377.0
AUGUSTUS,2011,MALE,0,0,0,360,360,533.0
AUSTIN,2011,MALE,9216,1872,2160,3744,16992,65.0
AVERY,2011,MALE,0,1368,936,0,2304,188.0
AVI,2011,MALE,0,0,0,432,432,467.0
AVRAHAM,2011,MALE,0,0,0,1368,1368,239.0
AVROHOM,2011,MALE,0,0,0,972,972,283.0
AVRUM,2011,MALE,0,0,0,396,396,493.0
AXEL,2011,MALE,0,0,2484,0,2484,182.0
AYAAN,2011,MALE,1116,0,0,0,1116,263.0
AYDEN,2011,MALE,3456,12672,14976,1440,32544,39.0
BARUCH,2011,MALE,0,0,0,756,756,318.0
BECKETT,2011,MALE,0,0,0,432,432,467.0
BEN,2011,MALE,0,0,0,792,792,315.0
BENJAMIN,2011,MALE,5616,1872,7344,33120,47952,23.0
BENNETT,2011,MALE,0,0,0,360,360,533.0
BENSON,2011,MALE,684,0,0,0,684,340.0
BENZION,2011,MALE,0,0,0,468,468,439.0
BERISH,2011,MALE,0,0,0,360,360,533.0
BINYOMIN,2011,MALE,0,0,0,504,504,415.0
BLAKE,2011,MALE,0,1368,0,1008,2376,185.0
BORUCH,2011,MALE,0,0,0,576,576,377.0
BRADLEY,2011,MALE,0,0,864,0,864,299.0
BRADY,2011,MALE,0,0,0,468,468,439.0
BRANDON,2011,MALE,4176,8208,26496,6336,45216,29.0
BRAYAN,2011,MALE,0,0,828,0,828,308.0
BRAYDEN,2011,MALE,0,0,1152,1080,2232,194.0
BRENDAN,2011,MALE,0,0,0,828,828,308.0
BRIAN,2011,MALE,5520,3036,6785,4140,19481,60.0
BRODY,2011,MALE,0,0,0,684,684,340.0
BRYAN,2011,MALE,2160,1440,14256,2016,19872,57.0
BRYANT,2011,MALE,0,0,612,0,612,366.0
BRYCE,2011,MALE,0,3780,1080,1080,5940,120.0
BRYSON,2011,MALE,0,504,0,0,504,415.0
BYRON,2011,MALE,0,0,684,0,684,340.0
CADEN,2011,MALE,0,0,0,360,360,533.0
CALEB,2011,MALE,2304,6336,6048,4464,19152,61.0
CALVIN,2011,MALE,936,0,0,720,1656,226.0
CAMERON,2011,MALE,0,4794,1938,2295,9027,101.0
CARLOS,2011,MALE,0,0,3924,0,3924,143.0
CARMELO,2011,MALE,0,936,1152,0,2088,200.0
CARMINE,2011,MALE,0,0,0,396,396,493.0
CARSON,2011,MALE,720,0,0,0,720,328.0
CARTER,2011,MALE,0,2520,0,1368,3888,144.0
CAYDEN,2011,MALE,0,396,0,0,396,493.0
CESAR,2011,MALE,0,0,1044,0,1044,273.0
CHAD,2011,MALE,0,432,0,0,432,467.0
CHAIM,2011,MALE,0,0,0,5292,5292,125.0
CHANCE,2011,MALE,0,540,0,0,540,395.0
CHARLES,2011,MALE,2448,2160,2880,18576,26064,48.0
CHARLIE,2011,MALE,0,0,0,720,720,328.0
CHASE,2011,MALE,0,4182,2244,2125,8551,103.0
CHESKEL,2011,MALE,0,0,0,504,504,415.0
CHRIS,2011,MALE,0,720,1944,0,2664,169.0
CHRISTIAN,2011,MALE,3024,13104,21744,10944,48816,22.0
CHRISTOPHER,2011,MALE,3024,11520,34416,13248,62208,15.0
CODY,2011,MALE,720,720,0,0,1440,236.0
COLE,2011,MALE,0,0,0,1332,1332,245.0
COLIN,2011,MALE,0,0,0,1152,1152,259.0
CONNOR,2011,MALE,792,0,0,3816,4608,133.0
CONOR,2011,MALE,0,0,0,468,468,439.0
COOPER,2011,MALE,0,0,0,1080,1080,268.0
COREY,2011,MALE,0,360,0,0,360,533.0
CRISTIAN,2011,MALE,0,0,1908,0,1908,213.0
CRISTOFER,2011,MALE,0,0,396,0,396,493.0
CRISTOPHER,2011,MALE,0,0,468,0,468,439.0
DAMIAN,2011,MALE,0,0,936,0,936,289.0
DAMIEN,2011,MALE,0,0,540,0,540,395.0
DANIEL,2011,MALE,12096,11664,31824,30240,85824,6.0
DANNY,2011,MALE,1440,0,2232,0,3672,147.0
DANTE,2011,MALE,0,0,756,0,756,318.0
DARIEL,2011,MALE,0,0,1116,0,1116,263.0
DARIUS,2011,MALE,0,432,0,0,432,467.0
DARREN,2011,MALE,1512,864,0,0,2376,185.0
DARWIN,2011,MALE,0,0,648,0,648,354.0
DASHIELL,2011,MALE,0,0,0,432,432,467.0
DAVID,2011,MALE,3864,11592,20470,35604,71530,10.0
DEAN,2011,MALE,0,0,0,864,864,299.0
DECLAN,2011,MALE,0,0,0,1152,1152,259.0
DENNIS,2011,MALE,0,0,1080,792,1872,216.0
DERECK,2011,MALE,0,0,396,0,396,493.0
DEREK,2011,MALE,3456,0,6696,1080,11232,92.0
DERICK,2011,MALE,0,0,648,0,648,354.0
DERRICK,2011,MALE,0,360,0,0,360,533.0
DEVIN,2011,MALE,3024,3456,3600,2592,12672,87.0
DEVON,2011,MALE,0,360,0,0,360,533.0
DIEGO,2011,MALE,0,0,1944,0,1944,209.0
DOMINIC,2011,MALE,0,1836,2376,1620,5832,121.0
DOMINICK,2011,MALE,0,0,1152,1512,2664,169.0
DONOVAN,2011,MALE,0,360,0,0,360,533.0
DOV,2011,MALE,0,0,0,1656,1656,226.0
DOVID,2011,MALE,0,0,0,1440,1440,236.0
DWAYNE,2011,MALE,0,504,0,0,504,415.0
DYLAN,2011,MALE,7314,5796,18768,14605,46483,25.0
EASON,2011,MALE,360,0,0,0,360,533.0
EDDIE,2011,MALE,0,0,432,0,432,467.0
EDGAR,2011,MALE,0,0,1044,0,1044,273.0
EDISON,2011,MALE,1008,0,792,0,1800,220.0
EDUARDO,2011,MALE,0,0,1620,0,1620,229.0
EDWARD,2011,MALE,0,1080,3240,4428,8748,102.0
EDWIN,2011,MALE,1080,0,5112,0,6192,115.0
EFRAIM,2011,MALE,0,0,0,900,900,294.0
EITAN,2011,MALE,0,0,0,504,504,415.0
ELI,2011,MALE,0,2376,4104,10476,16956,67.0
ELIAN,2011,MALE,0,0,612,0,612,366.0
ELIAS,2011,MALE,0,1512,7128,2268,10908,94.0
ELIEZER,2011,MALE,0,0,0,1368,1368,239.0
ELIJAH,2011,MALE,1728,22464,15840,5040,45072,30.0
ELIMELECH,2011,MALE,0,0,0,576,576,377.0
ELIYAHU,2011,MALE,0,0,0,1296,1296,246.0
ELLIOT,2011,MALE,0,0,0,1188,1188,254.0
ELLIOTT,2011,MALE,0,0,0,432,432,467.0
ELLIS,2011,MALE,0,0,0,360,360,533.0
ELVIS,2011,MALE,792,0,720,0,1512,233.0
EMANUEL,2011,MALE,0,0,936,0,936,289.0
EMILIANO,2011,MALE,0,0,468,0,468,439.0
EMILIO,2011,MALE,0,0,756,0,756,318.0
EMMANUEL,2011,MALE,0,3312,4104,0,7416,109.0
ENRIQUE,2011,MALE,0,0,504,0,504,415.0
ERIC,2011,MALE,12240,2016,8640,3888,26784,46.0
ERICK,2011,MALE,0,0,2160,0,2160,197.0
ERIK,2011,MALE,0,0,648,0,648,354.0
ESTEBAN,2011,MALE,0,0,468,0,468,439.0
ETHAN,2011,MALE,24426,17112,28865,16284,86687,3.0
EVAN,2011,MALE,7344,3744,11664,8640,31392,40.0
EZEKIEL,2011,MALE,0,0,396,0,396,493.0
EZEQUIEL,2011,MALE,0,0,396,0,396,493.0
EZRA,2011,MALE,0,0,0,1188,1188,254.0
FARHAN,2011,MALE,612,0,0,0,612,366.0
FELIX,2011,MALE,2376,0,1296,2484,6156,116.0
FERNANDO,2011,MALE,0,0,1008,0,1008,280.0
FILIP,2011,MALE,0,0,0,468,468,439.0
FINN,2011,MALE,0,0,0,828,828,308.0
FRANCESCO,2011,MALE,0,0,0,684,684,340.0
FRANCISCO,2011,MALE,0,0,1152,0,1152,259.0
FRANK,2011,MALE,0,0,1224,2088,3312,157.0
FRANKLIN,2011,MALE,0,0,504,0,504,415.0
FREDDY,2011,MALE,0,0,468,0,468,439.0
GABRIEL,2011,MALE,1872,5184,22752,13824,43632,33.0
GAEL,2011,MALE,0,0,648,0,648,354.0
GAVIN,2011,MALE,3888,2592,2736,7632,16848,68.0
GAVRIEL,2011,MALE,0,0,0,540,540,395.0
GEORGE,2011,MALE,1728,1440,4320,9504,16992,65.0
GERARDO,2011,MALE,0,0,432,0,432,467.0
GIOVANI,2011,MALE,0,0,360,0,360,533.0
GIOVANNI,2011,MALE,0,1512,7344,3780,12636,88.0
GIOVANNY,2011,MALE,0,0,468,0,468,439.0
GRAHAM,2011,MALE,0,0,0,756,756,318.0
GRANT,2011,MALE,0,0,0,504,504,415.0
GRAYSON,2011,MALE,0,0,0,684,684,340.0
GREGORY,2011,MALE,0,0,1152,1152,2304,188.0
GREYSON,2011,MALE,0,0,0,396,396,493.0
GRIFFIN,2011,MALE,0,0,0,756,756,318.0
GUSTAVO,2011,MALE,0,0,540,0,540,395.0
HARRISON,2011,MALE,936,0,0,2880,3816,145.0
HARRY,2011,MALE,0,0,0,576,576,377.0
HASSAN,2011,MALE,0,360,0,0,360,533.0
HAYDEN,2011,MALE,720,864,0,0,1584,231.0
HECTOR,2011,MALE,0,0,1116,0,1116,263.0
HENRY,2011,MALE,2268,0,4644,16092,23004,52.0
HERSH,2011,MALE,0,0,0,504,504,415.0
HERSHEL,2011,MALE,0,0,0,864,864,299.0
HERSHY,2011,MALE,0,0,0,756,756,318.0
HUDSON,2011,MALE,0,0,0,1908,1908,213.0
HUGO,2011,MALE,0,0,0,396,396,493.0
HUNTER,2011,MALE,0,1296,1620,3132,6048,118.0
IAN,2011,MALE,3168,3024,10368,4032,20592,55.0
IBRAHIM,2011,MALE,1122,1375,0,0,2497,181.0
IBRAHIMA,2011,MALE,0,396,0,0,396,493.0
IKER,2011,MALE,0,0,468,0,468,439.0
ILAN,2011,MALE,0,0,0,612,612,366.0
ISAAC,2011,MALE,1872,2592,10512,13248,28224,43.0
ISAIAH,2011,MALE,0,11340,7560,1728,20628,54.0
ISHAAN,2011,MALE,360,0,0,0,360,533.0
ISHMAEL,2011,MALE,0,360,0,0,360,533.0
ISIAH,2011,MALE,0,396,0,0,396,493.0
ISMAEL,2011,MALE,0,0,612,0,612,366.0
ISRAEL,2011,MALE,0,0,1584,2016,3600,152.0
IVAN,2011,MALE,7128,0,4536,1404,13068,85.0
JACE,2011,MALE,0,1512,2664,0,4176,139.0
JACK,2011,MALE,2268,0,2268,19764,24300,50.0
JACKSON,2011,MALE,1404,1188,0,8316,10908,94.0
JACKY,2011,MALE,720,0,0,0,720,328.0
JACOB,2011,MALE,6762,11316,41814,30475,90367,2.0
JADEN,2011,MALE,2484,8100,7884,0,18468,63.0
JADIEL,2011,MALE,0,0,1836,0,1836,218.0
JAHEIM,2011,MALE,0,360,0,0,360,533.0
JAHMIR,2011,MALE,0,504,0,0,504,415.0
JAIDEN,2011,MALE,0,2520,3024,0,5544,123.0
JAIME,2011,MALE,0,0,396,0,396,493.0
JAKE,2011,MALE,1836,0,2916,8316,13068,85.0
JALEN,2011,MALE,0,540,0,0,540,395.0
JAMAL,2011,MALE,0,468,0,0,468,439.0
JAMEL,2011,MALE,0,468,0,0,468,439.0
JAMES,2011,MALE,5184,4752,10080,24768,44784,32.0
JAMIR,2011,MALE,0,432,0,0,432,467.0
JANIEL,2011,MALE,0,0,360,0,360,533.0
JANUEL,2011,MALE,0,0,396,0,396,493.0
JARED,2011,MALE,0,864,1224,0,2088,200.0
JARIEL,2011,MALE,0,0,900,0,900,294.0
JASIAH,2011,MALE,0,576,0,0,576,377.0
JASON,2011,MALE,14112,6336,13248,5040,38736,36.0
JASPER,2011,MALE,0,0,0,720,720,328.0
JAVIER,2011,MALE,0,0,1368,0,1368,239.0
JAY,2011,MALE,1008,0,1296,0,2304,188.0
JAYCE,2011,MALE,0,0,432,0,432,467.0
JAYDEN,2011,MALE,23874,25392,48990,5382,103638,1.0
JAYLEN,2011,MALE,0,1368,0,0,1368,239.0
JAYSON,2011,MALE,0,1008,1728,0,2736,164.0
JEAN,2011,MALE,0,0,1368,0,1368,239.0
